"filename", "language", "Python", "comment", "blank", "total"
"/home/hhy/Social-Production/CCMABM.py", "Python", 45, 0, 4, 49
"/home/hhy/Social-Production/agent.py", "Python", 3, 0, 1, 4
"/home/hhy/Social-Production/configuration.py", "Python", 2, 0, -1, 1
"Total", "-", 50, 0, 4, 54
